,Job Title,Job Salary,Key Skills,Role Category,Location,Functional Area,Industry,Role
68, Required Maintenance Engineer Fresher 2019 Batch only," 1,25,000 - 1,75,000 PA. ","[' maintenance engineering', ' mechanical engineering']",['Other'],"['Mumbai', 'Pune', 'Nasik']","['Production ', ' Manufacturing ', ' Maintenance']","['Automobile', ' Auto Anciliary', ' Auto Components']",Trainee
69,"Immediate Requirement For Recruitment Coordinator at Bglr,", Not Disclosed by Recruiter,"['hr coordinator', 'recruitment coordinator', 'hiring coordinator']","['HR', ' Recruitment ', ' IR']",['Bengaluru'],"['HR ', ' Recruitment ', ' Administration ', ' IR']",['Pharma / Biotech / Clinical Research'],Recruitment Executive
70, Real Estate Surveyors/Data Collection Executive, Not Disclosed by Recruiter ,"[' Help Desk', ' Customer Service', ' customer relationship', ' access controls', ' Asset Management', ' Vendor Management']",['Voice'],['Mumbai'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Strategy', ' Management Consulting Firms']",Associate/Senior Associate -(NonTechnical)
71, Tech Sales, Not Disclosed by Recruiter ,"[' BPO', ' Technical support', ' Outbound', ' Antivirus', ' Comp', ' Technical', ' Sales', ' US shift', ' Inbound calls', ' Medical']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
72,Genpact Walk-in for Customer Service Executive - 25th to 27th June,INR,"['customer support', 'customer service', 'calling', 'customer focus', 'client focus', 'relationship focus', 'voice process', 'bpo', 'call center', 'domestic bpo', 'inbound', 'customer care', 'wipro', 'zomato', 'convergys', 'accenture', 'wns', 'exl', 'teleperformance']",['Voice'],['Gurgaon'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']",['BPO / Call Centre / ITES'],Associate/Senior Associate -(NonTechnical)
73, Hiring for Tech Sales_Inbound voice, Not Disclosed by Recruiter ,"[' Service', ' Technical support', ' Issue', ' Technical', ' Inbound calls', ' Bonus', ' Software']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
74, Team Leader -ASP.Net, Not Disclosed by Recruiter ,"[' PHP', ' Android', ' SEO', ' Facebook', ' Pharma', ' Email', ' Architecture', ' mbbs', ' Linkedin', ' Usage']",['Programming & Design'],['Noida'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
75, Opening For Software Tester Experience @ Andheri, Not Disclosed by Recruiter ,"[' Software Testing', ' Manual Testing', ' QA']",['Programming & Design'],['Mumbai'],['IT Software - QA & Testing'],"['IT-Software', ' Software Services']",Testing Engineer
76, International Caller Required in UK Call Blocker Process, Not Disclosed by Recruiter ,"[' Help Desk', ' Customer Service', ' data analysis', ' tech support', ' BPO', ' voice', ' customer relationship', ' cce', ' inbound', ' customer service', ' caller', ' technical support', ' voice process', ' access controls', ' outbound', ' uk', ' calling', ' non voice', ' us']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
77, HR Fresher trainee, Not Disclosed by Recruiter ,"[' ERP', ' Succession Planning', ' MIS', ' Reports', ' Talent Management', ' Human Resources', ' HR Policies', ' Recruitment', ' Talent Acquisition']","['HR', ' Recruitment ', ' IR']",['Noida'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Recruitment', ' Staffing']",HR Executive
78, opportunities in ITES BPO company with experience callers for US S, Not Disclosed by Recruiter ,[' Voice process BPO Outbound ITES Night shift Service English windows support Comp Business Executive'],['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
79, Urgent // Equity Dealer // Commodity Dealer // Mumbai," 2,50,000 - 4,50,000 PA. ","[' equity trading', ' commodity trading', ' relationship management', ' hni client handling', ' hni sales', ' equity broking', ' Commodity Dealer', ' Stock Market', ' Stock Broking', ' NISM', ' share trading']","['Financial Services', 'Stock Broking']","['Mumbai', 'Pune', 'Jalgaon']","['Financial Services ', ' Banking ', ' Investments ', ' Insurance']","['Banking', ' Financial Services', ' Broking']",Broker/Trader
80, Immediate Hiring For Inbound Technical Support Rep with 20% Hike, Not Disclosed by Recruiter ,"[' Outbound', ' Customer service', ' Technical support', ' Sales', ' Senior Executive', ' Inbound calls', ' Inbound voice process', ' US shift', ' Antivirus', ' Comp']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
81,Process Associate- F&A – P2P, Not Disclosed by Recruiter,['Finance & Accounts'],"['One of the most comprehensive portfolios of offerings on the market Sopra Steria, a European leader in digital transformation, provides one of the most comprehensive portfolios of offerings on the market, spanning consulting, systems integration, industry-specific solutions, infrastructure management and business process services. It provides end-to-end solutions to address the core business needs of large companies and organisations, helping them remain competitive and grow. Combining added value with innovative high-performance services, Sopra Steria excels in guiding its clients through their transformation projects to help them make the most of digital technology. With more than 44,000 employees in more than 20 countries, Sopra Steria generated revenue of 4.1billion in 2018.']",['Pune'],['Other'],['IT-Software / Software Services'],N/A
82, Unity 3D Game Developer, Not Disclosed by Recruiter ,"[' C++', ' Android', ' Javascript', ' development', ' C', ' Opengl', ' Programming', ' mobile', ' mca', ' Graphics', ' Computer science', ' 3D', ' java', ' Supervision', ' deployment']",['Programming & Design'],['Delhi'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
83," Receptionist, Front Office Executive, Telecaller"," 1,00,000 - 1,50,000 PA. ","[' Receptionist', ' front office executive', ' Front Office', ' Receptionist Activities', ' front desk executive', ' Telecalling', ' telemarketing']",['Voice'],['Hyderabad'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Telecalling/Telemarketing Executive
84, Huge Hiring is going in Inbound Tech Support process, Not Disclosed by Recruiter ,"[' Voice process', ' Outbound', ' process', ' Productivity', ' US shift', ' Bonus', ' Technical support']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(Technical)
85, Graduate Freshers Walkin - 1st July - 5th July&#39," 2,00,000 - 3,00,000 PA. ","[' relationship manager', ' Client Onboarding', ' Equity Advisory', ' telesales', ' dealer', ' onboarding']",['Sales Support'],['Mumbai'],"['Sales ', ' Retail ', ' Business Development']","['Banking', ' Financial Services', ' Broking']",Telesales/Telemarketing Executive/Officer
86, Opening For .Net Developer Fresher Kandivali, Not Disclosed by Recruiter ,"[' C#', ' ASP.Net', ' SQL Server', ' .Net', ' MVC']",['Programming & Design'],['Mumbai'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
87, Urgently Hiring | Associate/ Sr. Exe- Core Accounting | Day Shift," 2,00,000 - 2,75,000 PA. ","[' accounts receivable', ' accounts payable', ' journal entries', ' general accounting', ' accounting', ' general ledger', ' banking', ' bank reconciliation', ' invoicing', ' book keeping', ' International Accounting', ' taxation', ' finance', ' financial statements']",['Accounts'],['Gurgaon'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['BPO', ' Call Centre', ' ITeS']",Accounts Executive/Accountant
88, Sales & Business Development ( Marketing of Apartments & Villas ), Not Disclosed by Recruiter ,"[' Business Development Manager', ' Marketing Manager', ' Real estate', ' English', ' CV', ' Business Executive', ' WHO', ' Mail']",['Corporate Sales'],['Bengaluru'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
89, Sales Executive, Not Disclosed by Recruiter ,"[' Due diligence', ' Brand building', ' Sales promotion', ' Sales Executive', ' Management']",['Retail Sales'],['Bengaluru'],"['Sales ', ' Retail ', ' Business Development']","['Construction', ' Engineering', ' Cement', ' Metals']",Sales Executive/Officer
90, BPO Jobs For Voice Process with Good Salary Call HR Sonal," 1,50,000 - 3,75,000 PA. ","[' Inbound Process', ' voice', ' bpo', ' international bpo', ' customer care', ' Calling', ' Outbound Process', ' UK Shift', ' Customer Care Associate', ' voice process', ' Bpo Voice', ' us shift', ' Call Center', ' International Voice Process']",['Voice'],['Pune'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
91," Easy Process in International BPO - No Target, No Sales, No Pressure"," 1,00,000 - 5,00,000 PA. ","[' bpo', ' call center executive', ' tcs', ' sutherland', ' call center', ' kpo', ' sales', ' fresher', ' voice process', ' inbound process', ' international call center', ' non voice', ' customer care executive']",['Voice'],"['Mumbai', 'Mumbai suburbs']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
92, Executive/ Asst. Manager HR, Not Disclosed by Recruiter ,"[' Staffing', ' Assistant Manager HR', ' Apr', ' Technical recruitment', ' Manpower budgetingFuel', ' Building', ' Sharing', ' talent']","['HR', ' Recruitment ', ' IR']",['Pune'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Oil and Gas', ' Energy', ' Power', ' Infrastructure']",HR Manager
93, Trainee Engineers, Not Disclosed by Recruiter ,"[' design', ' c++', ' C', ' java', ' MySQL', ' JavaScript', ' HTML', ' javascript']",['Programming & Design'],['Pune'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
94, HR Recruiter- Bangalore," 2,00,000 - 3,50,000 PA. ","[' Social Networking', ' Industry Mapping', ' Real Estate', ' HR', ' Recruitment']","['HR', ' Recruitment ', ' IR']",['Bengaluru'],"['HR ', ' Recruitment ', ' Administration ', ' IR']","['Real Estate', ' Property']",Recruitment Executive
95," MIS Executive,"," 1,00,000 - 1,75,000 PA. ","[' Excel', ' power point', ' ms excel', ' ms word', ' ms powerpoint', ' VLOOKUP', ' Content Filtering', ' SUMIF', ' countif']","['Admin', 'Maintenance', 'Security', 'Datawarehousing']","['Greater noida', 'Noida', 'Ghaziabad']","['IT Software - Systems ', ' EDP ', ' MIS']","['Consumer Electronics', ' Appliances', ' Durables']",Management Information Systems(MIS)-Manager
96, Hiring For Life Insurance- Bancassurance," 2,00,000 - 3,00,000 PA. ","[' direct marketing executive', ' Bancassurance', ' direct marketing', ' general insurance sales', ' insurance broking', ' sales marketing', ' life insurance', ' broking', ' securities', ' agency manager', ' branch banking', ' direct sales']",['Retail Sales'],['Pune'],"['Sales ', ' Retail ', ' Business Development']",['Insurance'],Sales Executive/Officer
97, Vacancy for Call Closers for Inbound Tech Support.. Spot Offer, Not Disclosed by Recruiter ,"[' Issue', ' Spot', ' Inbound calls', ' Bonus', ' Software', ' Technical support', ' Night shift']",['Voice'],['Kolkata'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['IT-Software', ' Software Services']",Associate/Senior Associate -(NonTechnical)
98, web Developer, Not Disclosed by Recruiter ,"[' Web technologies', ' PHP', ' SQL', ' CSS', ' MySQL', ' Wordpress', ' Javascript', ' HTML', ' SEO', ' Off-page optimization']",['Programming & Design'],['Pune'],"['IT Software - Application Programming ', ' Maintenance']","['Education', ' Teaching', ' Training']",Software Developer
99, Walk-in Freshers B.tech / B.E / EEE / ECE /EC / CS / EC," 1,25,000 - 1,75,000 PA. ","[' MCSA', ' bca', ' software', ' networking', ' mca', ' CCNA', ' telecommunication', ' system administrator', ' network administrator', ' mcse', ' diploma', ' electronics engineering', ' ec', ' hardware', ' freshers', ' network engineer', ' dns', ' windows', ' College', ' system admin', ' n+']","['Admin', 'Maintenance', 'Security', 'Datawarehousing']","['Ghaziabad', 'Meerut', 'Noida']","['IT Software - Network Administration ', ' Security']",['IT-Hardware & Networking'],Technical Support Engineer
100, Company Secretary," 6,00,000 - 10,00,000 PA. ","[' company secretary', ' Compliance', ' secretarial activities']",['Senior Management'],['Kolkata'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['Accounting', ' Finance']",Company Secretary
101," Hiring Retail Educational Counselor (female) for Vepsun, Bangalore", Not Disclosed by Recruiter ,[' tele - caller'],['Retail Sales'],['Bengaluru (marathahalli) '],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
102," Data Entry Operator,"," 1,50,000 - 2,00,000 PA. ","[' data entry operation', ' organization skills', ' us healthcare', ' Data Entry', ' ms office', ' typing speed']",['Voice'],['Ahmedabad'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
103, FEMALE Tele caller, Not Disclosed by Recruiter ,"[' customer relationship', ' access controls', ' Vendor Management', ' Asset Management', ' Intellectual Property', ' CRM', ' Technology']",['Voice'],['Noida'],"['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Recruitment', ' Staffing']",Telecalling/Telemarketing Executive
104, iPhone/iPad Application developer, Not Disclosed by Recruiter ,"[' design', ' c++', ' development', ' C', ' developing', ' HTML', ' ios', ' offshore', ' application', ' MySQL', ' JavaScript', ' developer', ' applications']",['Programming & Design'],['Pune'],"['IT Software - Application Programming ', ' Maintenance']","['IT-Software', ' Software Services']",Software Developer
105, Data-Researcher-I, Not Disclosed by Recruiter ,"[' Financial reporting', ' Analytical', ' Market intelligence', ' Accountancy', ' Data research', ' Finance', ' Internet searching', ' Credit risk', ' MS Office']","['Finance', 'Audit']",['Ahmedabad'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['IT-Software', ' Software Services']",Financial Analyst
106, Ground Staff / Cabin Crew Walk-in Interviews (only Females), Not Disclosed by Recruiter ,"[' Ground Staff Activities', ' Communication Skills', ' Cabin Crew Activities']",['Airline'],"['Mumbai', 'Bengaluru', 'Chennai', 'Hyderabad', 'Pune', 'Vijayawada', 'Visakhapatnam', 'Coimbatore', 'Kochi']","['Travel ', ' Tours ', ' Ticketing ', ' Airlines']","['Travel ', ' Hotels ', ' Restaurants ', ' Airlines ', ' Railways']",Cabin Crew
107, Freshers! for Udyog Vihar & Sector 44 Gurgaon Huda City Center," 50,000 - 3,00,000 PA. ","[' bpo', ' voice process', ' outbound', ' lead generation', ' sales', ' customer service', ' night shift', ' fresher', ' back office', ' backend', ' non voice', ' inbound process', ' calling', ' Aegis']",['Other'],"['Delhi ncr', 'Gurgaon']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['Fresher', ' Trainee', ' Entry Level']",Fresher
108, Website Sales, Not Disclosed by Recruiter ,"[' Voice process', ' bpo', ' process', ' Website sales', ' Outbound process', ' cce', ' web sales', ' sales executive', ' customer care executive']",['Retail Sales'],['Kolkata'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
109, Hiring Fresher's For Business Development, Not Disclosed by Recruiter ,"[' marketing', ' cold calling', ' business development', ' us market']",['Corporate Sales'],['Chennai'],"['Sales ', ' Retail ', ' Business Development']","['IT-Software', ' Software Services']",Sales Executive/Officer
110, Openings for Medical Process- Upto 34k in hand Excellent Communication," 2,00,000 - 4,50,000 PA. ","[' international voice process', ' night shift', ' medical billing', ' spoken english', ' international bpo', ' customer care executive', ' blended process', ' backend', ' international call center', ' ar calling', ' accounts receivable', ' medical transcription']",['Voice'],"['Mumbai', 'Mumbai suburbs']","['ITES ', ' BPO ', ' KPO ', ' LPO ', ' Customer Service ', ' Operations']","['BPO', ' Call Centre', ' ITeS']",Associate/Senior Associate -(NonTechnical)
111, Urgent Requirement For Electrical Engineer Freshers - Chennai, Not Disclosed by Recruiter ,"[' electricals', ' electrical engineer', ' electrical maintenance', ' electrical technician', ' eee', ' production', ' ece', ' electrical engineering', ' diploma', ' maintenance', ' quality']",['Other'],['Chennai'],"['Production ', ' Manufacturing ', ' Maintenance']","['Automobile', ' Auto Anciliary', ' Auto Components']",Trainee
112, Executive - Finance &amp; Accounts, Not Disclosed by Recruiter ,"[' Tally', ' Company Secretary', ' Excel', ' Accounts Executive', ' Circulation', ' Notes', ' Auditing', ' Product costing', ' Data entry']",['Accounts'],['Gurgaon'],"['Accounts ', ' Finance ', ' Tax ', ' Company Secretary ', ' Audit']","['Recruitment', ' Staffing']",Accounts Executive/Accountant
